Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8,68,No,8,7,67
8,56,No,5,9,49
4,59,No,6,9,44
2,46,No,9,1,22
8,82,No,8,3,79
8,79,No,6,4,74
4,46,No,7,3,26
3,67,No,9,4,49
2,58,Yes,5,9,33
9,59,No,5,3,53
1,83,Yes,4,2,53
7,78,Yes,7,0,69
5,79,No,4,3,65
8,46,No,4,8,37
4,45,Yes,7,0,28
7,64,Yes,8,6,56
5,80,No,9,2,64
5,98,Yes,4,7,83
9,52,No,6,5,50
9,78,No,9,0,77
9,79,Yes,8,9,79
6,61,No,7,4,49
6,88,Yes,5,7,77
5,56,No,8,2,40
9,87,No,4,3,83
8,61,Yes,6,6,53
7,73,Yes,9,5,66
7,47,No,7,6,42
6,88,No,5,8,76
5,84,Yes,9,8,75
4,57,No,6,1,40
3,63,Yes,5,2,45
3,99,Yes,7,3,73
6,93,Yes,9,5,84
4,99,No,8,4,84
6,81,Yes,4,5,71
3,41,No,7,7,23
4,41,Yes,6,1,24
9,66,No,8,5,64
5,53,No,9,8,38
7,87,Yes,5,4,74
2,78,Yes,8,0,58
5,92,Yes,8,7,78
9,92,No,6,3,88
3,95,No,4,7,76
9,51,No,8,3,48
6,71,Yes,8,7,59
4,67,Yes,4,8,46
7,94,Yes,4,4,84
8,67,Yes,5,4,61
6,85,Yes,9,1,76
5,64,No,5,8,49
6,43,Yes,4,3,30
5,65,No,7,2,47
8,75,Yes,4,1,70
1,89,Yes,5,2,69
7,42,Yes,6,3,35
2,40,Yes,6,8,20
9,56,Yes,9,5,55
1,46,No,8,9,19
6,87,Yes,6,4,74
9,44,No,5,8,42
1,58,No,6,7,34
4,78,No,7,5,59
4,85,No,4,2,67
9,73,Yes,4,6,70
5,74,Yes,5,9,61
5,88,Yes,8,5,76
6,55,Yes,4,7,44
1,79,Yes,6,5,50
1,89,No,7,9,68
9,86,Yes,8,3,87
3,78,Yes,8,9,60
4,66,No,8,6,47
1,80,Yes,4,6,55
9,77,Yes,9,7,73
8,89,No,8,1,87
2,89,Yes,5,5,66
8,64,No,6,2,56
7,65,No,9,7,59
6,95,Yes,7,3,83
1,53,No,6,3,26
7,53,Yes,5,1,41
7,53,Yes,5,5,45
9,64,Yes,9,5,63
1,75,No,6,0,50
2,43,No,4,7,15
9,86,No,5,2,79
9,54,No,8,0,49
6,71,No,7,9,63
6,57,No,7,0,42
4,53,No,5,0,32
4,97,No,8,4,84
5,40,No,6,4,26
3,81,No,7,0,62
1,59,No,8,4,33
1,49,Yes,8,6,28
7,49,No,4,4,36
1,98,Yes,5,8,73
1,63,Yes,8,3,37
3,73,Yes,6,8,53
4,67,Yes,7,7,48
4,66,No,4,0,48
2,79,Yes,6,3,54
1,40,Yes,7,6,12
3,72,Yes,5,0,46
4,43,No,6,7,24
3,46,Yes,7,1,26
8,48,Yes,4,7,42
1,55,No,7,3,28
2,44,No,8,7,20
7,73,No,4,0,61
4,99,No,6,4,80
8,62,No,9,8,62
3,82,No,5,6,59
6,89,No,4,2,74
9,64,No,4,3,59
1,96,No,4,9,68
1,90,Yes,7,6,66
8,52,No,8,5,43
3,63,Yes,9,3,44
5,50,Yes,5,2,34
1,91,No,5,1,62
5,90,No,8,9,77
6,56,No,7,8,44
8,76,No,7,2,69
3,52,Yes,8,6,35
3,66,Yes,8,0,50
9,59,No,6,7,50
4,72,Yes,7,0,54
4,81,No,4,1,59
7,71,Yes,5,0,60
2,47,Yes,7,3,25
8,95,No,8,1,94
6,68,No,4,0,53
3,79,Yes,6,0,59
9,58,No,9,1,53
5,45,Yes,6,5,29
8,83,No,4,1,73
7,99,No,4,1,87
8,78,No,8,7,72
7,87,No,9,4,82
3,80,No,8,7,60
2,60,No,5,7,38
7,96,No,9,1,89
3,61,Yes,9,6,45
3,81,No,5,8,57
2,49,Yes,6,7,27
4,49,No,4,8,31
8,91,Yes,6,7,86
1,68,No,8,3,45
1,55,No,7,9,30
5,40,Yes,8,6,28
5,56,No,7,8,43
1,69,No,4,8,43
6,65,No,4,3,52
1,92,No,9,6,68
5,85,No,4,5,73
9,58,Yes,5,2,56
5,92,No,5,9,78
6,60,Yes,7,5,49
8,56,Yes,6,7,52
1,85,Yes,9,1,62
2,79,Yes,6,2,59
9,60,Yes,7,7,60
3,92,Yes,5,3,71
6,80,Yes,8,3,68
5,79,Yes,9,1,68
2,84,No,7,9,63
7,88,Yes,6,0,77
4,58,No,7,6,43
1,99,Yes,7,3,77
4,46,Yes,4,5,28
6,56,No,5,7,47
7,40,Yes,9,6,34
7,76,No,4,6,64
7,96,Yes,5,5,88
3,45,No,7,3,21
6,65,No,5,3,53
8,41,Yes,6,8,34
4,98,Yes,9,4,83
8,71,Yes,4,8,67
2,96,Yes,9,8,75
9,87,No,7,3,88
9,93,No,6,1,87
8,44,No,5,1,32
1,76,No,5,8,50
2,70,No,6,8,50
6,51,No,5,2,38
5,74,No,4,4,57
9,69,Yes,8,4,64
5,87,Yes,5,1,71
2,45,Yes,7,1,19
4,54,Yes,5,9,38
9,54,Yes,9,0,52
1,55,Yes,7,1,27
1,59,Yes,5,6,32
7,52,Yes,5,0,45
3,83,No,7,0,61
2,81,Yes,4,8,57
9,85,Yes,8,1,83
3,70,Yes,8,3,48
2,73,No,4,2,50
8,68,Yes,5,3,61
6,42,No,8,6,29
6,48,No,4,9,37
7,50,Yes,4,1,39
7,50,No,8,1,39
6,64,Yes,7,8,54
4,61,Yes,6,5,46
9,81,Yes,7,6,78
6,97,No,5,4,83
4,85,Yes,7,4,64
3,48,Yes,9,3,26
4,59,Yes,6,7,41
3,98,No,6,6,76
2,60,No,4,9,35
5,49,No,9,1,39
2,61,No,5,1,39
6,68,Yes,4,5,54
3,48,Yes,7,0,28
6,44,No,7,6,30
9,79,Yes,8,7,81
1,50,No,4,9,24
6,40,Yes,9,7,32
9,92,Yes,4,2,87
4,81,No,4,6,66
2,40,No,4,0,13
4,97,Yes,6,2,76
1,93,No,8,5,68
3,78,Yes,5,8,57
9,99,Yes,5,4,98
5,85,Yes,5,4,69
6,44,Yes,6,8,34
3,88,No,8,8,68
5,61,Yes,9,5,47
8,65,Yes,8,4,60
6,92,Yes,6,9,83
4,45,No,9,1,25
2,71,Yes,4,7,50
9,87,No,7,7,87
1,50,No,4,6,22
1,49,No,5,7,22
4,86,No,4,2,62
7,78,No,6,2,72
1,94,No,5,1,66
9,73,No,7,0,71
4,70,Yes,9,2,53
3,51,Yes,9,2,32
1,90,No,5,6,65
4,83,No,4,9,65
9,55,No,8,8,50
6,77,Yes,8,0,66
6,42,No,9,7,29
1,41,Yes,8,0,13
2,91,Yes,5,2,66
6,44,No,8,3,32
2,50,Yes,6,7,26
3,97,No,9,0,75
4,64,No,7,1,46
5,74,No,8,4,62
9,74,Yes,6,5,69
4,61,No,6,4,43
9,76,Yes,5,2,74
3,61,No,9,9,43
8,94,No,5,6,86
1,50,No,7,0,24
9,71,No,7,1,67
9,74,No,4,8,71
2,70,Yes,7,3,48
4,84,No,9,7,64
8,92,No,9,8,88
7,47,No,5,6,39
1,59,Yes,6,0,35
5,81,No,4,4,67
7,73,No,7,5,65
4,43,No,6,7,27
1,57,No,5,9,32
9,90,Yes,8,7,89
5,43,No,4,8,30
2,59,Yes,9,8,37
8,97,Yes,6,3,91
2,48,Yes,5,5,26
3,55,Yes,5,2,32
1,65,No,4,0,34
2,77,No,4,5,51
7,64,Yes,7,0,56
2,43,Yes,7,8,26
6,80,Yes,9,5,73
3,98,No,9,0,80
4,84,Yes,4,2,69
8,80,Yes,4,0,73
3,77,Yes,6,1,55
6,92,Yes,7,5,82
1,58,Yes,5,6,32
7,53,No,7,0,41
8,60,Yes,7,9,55
8,54,No,4,4,43
3,42,No,4,5,20
1,76,No,7,3,50
9,92,No,8,5,90
6,89,No,8,4,82
9,85,Yes,9,6,85
7,55,No,7,3,49
1,53,No,8,0,24
1,48,Yes,9,1,25
6,86,No,9,5,76
5,46,Yes,7,9,33
9,53,Yes,9,1,48
2,45,Yes,4,4,21
8,60,Yes,4,3,58
5,54,Yes,4,6,40
2,91,No,5,3,67
6,47,Yes,4,6,35
8,73,Yes,4,7,68
4,79,No,7,6,66
2,40,No,8,1,16
5,71,No,8,0,57
2,97,No,4,4,73
2,88,Yes,4,6,64
6,90,No,4,0,77
9,44,Yes,9,7,46
4,69,No,7,2,50
6,61,No,7,6,50
7,59,No,7,2,51
6,55,No,8,3,43
8,46,No,5,7,40
4,46,Yes,8,1,30
1,89,Yes,7,5,63
7,89,Yes,6,9,82
3,41,No,5,8,20
6,86,Yes,4,9,73
2,53,No,9,8,32
9,70,No,8,4,67
1,89,Yes,9,2,69
6,80,Yes,5,5,67
6,53,No,6,8,44
5,44,No,5,5,29
5,50,Yes,8,3,38
1,79,No,7,4,52
5,44,Yes,4,6,25
2,68,Yes,7,9,46
7,50,No,7,2,42
3,44,No,8,8,24
4,88,No,7,0,70
3,93,No,7,7,78
3,71,Yes,8,4,51
4,75,No,8,9,61
5,54,Yes,6,8,38
1,58,Yes,7,1,34
4,61,No,5,0,42
8,73,Yes,4,9,68
7,95,No,9,6,87
9,56,No,4,9,53
5,51,Yes,8,8,39
4,64,Yes,9,4,45
8,95,Yes,8,3,89
9,56,No,6,3,53
7,49,No,7,7,39
7,67,Yes,8,0,59
5,96,No,8,0,81
4,57,No,4,7,40
1,90,Yes,7,1,64
7,57,No,6,9,53
1,84,Yes,8,5,56
1,71,Yes,8,1,44
5,53,Yes,8,4,41
9,95,No,4,2,91
6,55,Yes,8,6,46
3,89,Yes,8,8,65
3,97,Yes,4,1,76
7,57,Yes,8,6,50
6,55,No,7,7,45
9,56,Yes,7,9,55
6,46,No,4,7,33
5,51,Yes,7,6,37
7,73,No,9,3,63
1,49,No,9,3,24
7,44,No,9,9,37
3,60,No,6,8,39
9,42,Yes,8,9,41
6,58,Yes,6,8,46
9,84,No,7,4,78
5,83,No,4,6,69
7,74,No,9,6,71
4,45,Yes,4,8,28
7,53,No,6,6,45
1,43,No,7,7,20
7,84,Yes,8,6,81
8,90,Yes,7,3,85
5,57,Yes,9,1,42
2,68,Yes,7,2,46
5,74,Yes,4,6,60
6,91,Yes,5,8,82
2,77,No,9,1,55
6,55,No,8,6,44
6,59,Yes,9,3,47
1,63,No,9,6,41
1,74,Yes,8,4,48
3,83,No,9,6,62
3,90,Yes,4,5,64
4,58,Yes,7,1,40
2,95,No,4,6,70
9,43,No,7,4,39
7,72,Yes,5,8,63
7,41,Yes,9,0,32
6,52,Yes,5,0,37
3,97,Yes,6,1,75
6,84,Yes,7,7,72
8,69,Yes,4,8,63
8,73,No,4,6,64
9,69,No,9,0,69
1,90,No,4,6,63
1,93,No,6,7,65
3,63,No,8,6,44
3,87,Yes,4,4,65
8,83,Yes,9,6,81
1,72,No,5,9,45
2,80,Yes,4,1,59
2,88,No,4,8,67
3,49,No,4,1,34
6,57,Yes,9,1,46
1,58,Yes,8,4,35
2,46,No,4,7,22
1,96,No,8,5,72
5,58,No,8,8,47
7,63,No,6,5,55
8,54,Yes,5,4,47
1,80,No,4,0,55
7,81,Yes,4,7,74
5,62,No,4,2,49
1,91,No,8,1,68
3,91,Yes,7,6,72
7,43,Yes,5,1,32
1,77,Yes,9,0,51
7,43,Yes,4,1,34
5,44,Yes,7,5,33
1,80,No,7,1,56
1,83,No,7,0,54
1,62,No,5,0,33
9,79,Yes,7,3,78
3,92,Yes,9,7,77
5,76,Yes,4,5,62
9,50,No,9,3,51
6,94,Yes,4,5,78
9,50,No,6,5,46
8,52,No,8,8,50
8,53,No,7,3,47
1,99,Yes,9,5,74
9,47,No,8,9,47
6,64,No,8,0,52
9,57,No,8,6,54
3,90,Yes,8,6,69
3,83,No,8,0,64
6,83,Yes,4,7,69
9,57,Yes,5,4,58
7,49,No,7,8,37
3,46,No,7,7,26
3,99,Yes,4,2,80
2,89,No,9,0,64
9,83,Yes,4,2,78
3,53,Yes,8,1,35
5,54,Yes,5,1,36
9,55,No,7,3,55
8,41,Yes,9,1,36
2,69,Yes,6,7,46
3,69,No,4,4,51
2,57,No,6,0,30
8,70,Yes,7,5,68
6,83,Yes,4,6,69
6,87,Yes,7,0,78
9,52,No,4,2,51
8,59,Yes,9,8,55
4,88,Yes,7,6,72
4,89,No,6,3,71
9,74,No,5,5,69
1,62,Yes,9,5,38
2,81,No,9,2,61
2,72,Yes,4,1,49
6,77,Yes,6,4,67
4,74,No,7,7,56
3,90,Yes,6,2,68
3,75,Yes,9,4,60
3,59,No,4,2,34
6,94,Yes,6,6,83
8,42,No,7,5,37
7,47,Yes,8,5,42
4,79,No,9,0,62
4,98,No,5,1,80
2,71,No,5,5,46
1,68,No,9,7,47
9,46,No,8,4,46
2,41,No,4,1,13
8,60,Yes,6,4,55
9,45,Yes,6,8,42
4,67,No,8,5,51
8,87,Yes,8,4,81
9,81,No,7,9,75
5,75,No,7,5,59
7,71,Yes,5,8,62
4,84,No,4,6,65
1,81,Yes,4,9,51
3,92,No,8,2,73
5,85,No,5,9,68
3,48,Yes,5,9,28
7,50,No,7,4,39
9,62,No,6,3,55
6,89,No,4,4,76
1,50,Yes,5,7,24
7,88,Yes,7,5,81
3,41,Yes,7,3,24
5,42,Yes,7,4,29
4,50,Yes,6,6,37
5,89,No,5,7,74
5,98,Yes,8,4,84
6,74,Yes,8,1,64
6,97,No,7,5,90
8,54,No,7,8,46
8,82,Yes,6,2,79
9,50,No,7,6,48
8,70,No,9,7,65
2,67,No,5,5,46
1,67,Yes,7,2,39
2,71,No,7,0,49
2,64,No,5,2,39
3,59,Yes,4,5,40
7,67,No,9,3,60
2,64,No,9,0,43
1,50,Yes,8,5,25
6,58,Yes,7,0,45
9,67,Yes,5,7,64
3,40,No,8,2,20
6,98,Yes,6,2,87
3,44,Yes,4,0,23
1,49,No,7,2,23
5,81,No,4,6,67
4,85,No,7,9,74
7,73,No,7,7,64
6,75,No,7,7,66
7,41,Yes,4,2,29
5,57,Yes,9,4,42
4,52,Yes,6,0,37
7,90,No,9,8,82
7,44,Yes,5,7,35
6,59,No,5,9,46
8,41,No,9,1,40
4,50,Yes,6,9,34
5,69,Yes,6,0,52
4,71,No,7,3,52
1,71,No,7,8,50
8,97,Yes,5,7,91
1,89,Yes,7,2,64
5,77,No,7,9,67
6,94,No,6,5,85
6,67,No,4,8,53
5,49,No,9,9,35
3,61,Yes,8,7,41
5,94,Yes,8,9,81
8,56,No,7,4,52
2,61,No,7,8,39
6,82,Yes,9,8,72
9,58,No,8,2,55
8,56,No,6,7,49
8,63,No,8,3,60
8,75,No,8,9,69
7,71,No,8,6,63
8,97,No,7,9,94
6,95,Yes,7,7,86
2,97,No,9,6,75
2,85,Yes,8,4,66
8,98,Yes,7,0,97
1,91,Yes,9,7,71
6,75,No,8,4,59
6,67,No,6,2,54
4,53,No,7,1,34
3,97,Yes,4,2,77
3,75,Yes,9,8,60
1,45,No,7,1,16
3,48,No,6,9,30
4,60,Yes,6,0,42
5,51,Yes,7,1,36
3,97,Yes,5,1,77
6,69,No,9,4,58
5,70,Yes,8,0,58
3,79,Yes,8,9,60
6,95,Yes,6,7,87
6,43,No,7,1,30
8,70,No,5,5,59
2,66,No,9,4,42
1,97,Yes,4,1,70
4,96,Yes,8,9,82
7,64,Yes,9,0,56
3,44,Yes,9,5,24
3,45,No,5,5,27
5,44,Yes,9,2,33
5,90,Yes,8,7,75
3,66,No,7,8,45
9,47,Yes,8,2,45
4,48,Yes,4,8,30
3,54,Yes,7,7,29
2,75,No,6,4,50
9,96,Yes,5,5,95
4,80,No,8,0,63
3,46,Yes,7,4,24
7,71,No,9,9,63
8,47,No,7,9,41
2,86,No,8,6,69
7,90,Yes,6,0,81
5,54,Yes,8,9,40
5,76,No,6,8,66
3,58,No,9,6,40
5,78,Yes,8,3,63
2,45,No,7,3,21
4,98,Yes,4,9,81
6,58,Yes,4,6,47
1,96,No,9,5,69
4,67,No,7,2,47
6,56,Yes,4,8,44
9,81,Yes,9,5,78
2,58,Yes,6,1,36
7,70,No,7,9,60
6,50,Yes,6,1,43
2,54,No,7,0,30
8,49,No,6,4,43
7,82,Yes,6,9,75
5,62,No,4,5,46
5,42,No,7,2,29
7,42,No,8,3,33
9,57,No,4,4,51
9,64,Yes,6,3,58
9,82,Yes,6,8,81
6,59,No,8,2,49
6,97,No,8,4,84
3,68,No,6,6,47
1,61,No,8,6,38
7,89,No,5,5,78
4,96,Yes,4,8,77
1,54,Yes,7,6,29
8,78,Yes,8,3,76
6,49,Yes,8,9,41
6,60,No,5,8,51
2,94,No,7,5,70
1,91,Yes,5,0,63
2,68,Yes,7,8,46
4,71,Yes,4,6,53
2,49,No,8,5,25
1,52,No,4,5,26
7,86,No,7,3,74
8,62,Yes,8,3,57
6,89,Yes,5,2,80
4,62,No,6,7,45
6,70,No,5,7,56
3,43,No,6,1,19
8,91,Yes,5,4,86
2,88,No,7,8,70
5,99,No,4,8,85
1,42,Yes,6,6,16
6,60,No,7,3,47
2,92,No,4,3,65
4,41,No,4,9,23
6,43,No,8,6,29
8,40,Yes,8,2,36
8,54,No,8,2,49
6,96,Yes,6,4,85
4,72,No,6,5,56
8,45,Yes,4,7,39
8,46,No,6,0,40
1,58,No,4,6,33
4,83,Yes,7,7,67
4,40,No,5,4,19
7,78,No,4,9,74
7,58,Yes,4,1,47
8,84,No,7,3,77
5,65,No,8,5,52
7,83,No,9,8,76
8,51,No,8,1,42
9,61,No,8,3,56
3,52,Yes,4,9,30
3,67,Yes,4,4,47
4,53,No,6,7,34
5,61,No,6,7,48
1,69,Yes,5,1,42
7,83,Yes,5,5,74
9,59,Yes,9,5,58
8,83,Yes,6,4,75
5,66,Yes,4,7,54
4,77,Yes,7,9,62
7,98,No,6,1,88
5,81,No,4,1,64
7,91,No,6,6,81
1,95,No,8,8,69
1,80,No,6,2,51
3,73,Yes,9,6,52
2,78,Yes,8,2,58
2,80,Yes,4,5,55
7,96,Yes,8,2,86
2,83,Yes,6,0,62
4,76,Yes,8,5,60
2,40,No,9,2,15
6,93,No,7,0,82
8,54,Yes,8,4,52
4,71,No,9,7,57
5,47,Yes,8,7,34
4,72,No,5,7,55
3,57,Yes,7,2,39
5,84,Yes,4,7,73
9,68,No,9,3,64
8,71,Yes,8,7,67
8,72,No,7,2,67
8,44,No,4,2,36
8,57,Yes,7,0,52
7,87,Yes,9,7,85
8,97,Yes,5,7,91
8,49,No,9,8,42
8,75,No,9,5,74
7,72,Yes,4,1,65
1,62,Yes,4,0,36
4,79,Yes,8,7,63
4,44,Yes,6,9,29
5,73,Yes,9,3,60
6,63,Yes,4,6,50
4,56,Yes,9,9,40
2,70,No,9,3,48
6,46,No,4,0,33
8,56,Yes,5,7,51
8,67,Yes,5,9,64
7,77,No,9,8,70
6,61,Yes,5,9,49
2,54,No,9,8,33
7,76,No,8,8,69
5,54,Yes,4,3,41
6,89,No,9,8,79
8,89,No,5,3,81
8,64,Yes,5,1,57
3,92,Yes,7,9,73
7,60,No,7,2,49
1,94,Yes,5,1,64
1,77,No,8,0,49
7,41,No,6,5,31
9,66,No,9,3,61
7,88,No,7,6,81
5,71,No,9,6,59
8,60,No,7,9,54
2,43,Yes,4,0,18
9,83,Yes,4,8,80
6,58,Yes,5,7,43
9,41,Yes,4,9,39
2,65,No,4,0,39
3,73,No,6,7,51
8,53,No,8,4,49
1,54,No,5,0,27
7,59,No,6,3,51
7,73,Yes,5,6,64
1,75,Yes,8,4,51
9,58,Yes,5,2,56
8,48,No,9,3,46
4,46,No,9,1,28
5,69,Yes,9,7,57
2,52,No,4,1,28
9,66,No,8,5,65
6,83,Yes,6,6,71
3,74,No,6,6,54
7,52,Yes,7,0,44
9,54,Yes,6,7,52
3,85,Yes,9,8,71
2,95,Yes,9,6,74
7,48,No,7,7,38
7,84,No,4,3,75
4,62,No,6,7,43
9,93,Yes,8,2,90
8,75,No,7,0,69
1,92,Yes,6,7,67
1,79,No,4,5,52
5,42,No,8,8,27
6,73,Yes,8,2,63
3,58,No,4,7,41
9,67,Yes,6,8,67
6,62,Yes,5,8,47
4,79,No,6,6,61
7,88,No,7,9,82
8,84,No,7,2,75
9,46,No,6,2,37
6,80,Yes,9,1,68
6,51,Yes,7,0,37
8,53,No,5,1,49
5,85,No,9,4,73
3,54,No,5,0,32
3,42,Yes,8,9,23
6,54,No,7,3,43
2,90,Yes,9,9,70
6,63,No,6,9,53
6,91,No,9,0,81
8,85,Yes,8,9,84
7,47,Yes,5,7,38
8,44,No,8,4,40
9,90,Yes,4,9,88
6,43,Yes,7,3,32
3,53,No,6,2,31
3,55,Yes,5,8,35
1,59,Yes,8,5,34
5,63,No,6,0,49
4,45,No,7,7,28
9,94,Yes,6,9,91
9,96,No,7,1,90
5,70,Yes,7,8,55
4,45,Yes,7,6,27
7,74,Yes,8,2,67
6,54,No,7,3,41
4,68,Yes,6,2,53
2,42,Yes,4,5,15
1,50,Yes,6,8,26
4,42,No,8,9,22
4,67,No,7,8,48
1,49,No,4,0,19
6,89,Yes,8,9,78
4,72,Yes,5,5,53
1,87,No,5,0,61
1,55,Yes,5,3,30
